Entity,Relation,Action,Value,Iteration of Promotion,Action Source,Action Date
accounting,generalizations,yacademicfield,academicfield,229,anonymous-de7ffd58-28e0d101-2b32ff68,2012-02-27T16:36:18-05:00
accounting,generalizations,yacademicfield,academicfield,229,anonymous-71740a93-f634981b-0a765b5d,2012-03-01T13:02:13-05:00
accounting,generalizations,yacademicfield,academicfield,229,anonymous-7013540c-25ecdff2-0f5cd718,2012-08-26T23:19:42-04:00
accounting,generalizations,yacademicfield,academicfield,229,anonymous-459fe390-375841eb-3e0a6dd9,2012-10-11T16:38:51-04:00
singapore_league_cup,generalizations,yawardtrophytournament,awardtrophytournament,424,anonymous-d63372d0-e63a516a-d6b65eba,2011-10-07T04:27:06-04:00
wyut,generalizations,nradiostation,radiostation,436,anonymous-5b09a7f3-0a0ca738-2eedb1e3,2011-10-09T04:43:36-04:00
movie_ghost,generalizations,ymovie,movie,34,anonymous-4a5255c5-4cd6793f-2cd0d7f6,2011-10-10T11:51:30-04:00
dec_30,generalizations,ydate,date,430,anonymous-dac0f834-37f1af01-12f82335,2011-10-12T12:23:37-04:00
san_felipe_ground_snake,generalizations,yreptile,reptile,433,anonymous-6de9776c-a5b98e79-84c48635,2011-10-13T08:54:17-04:00
howard_stringer,generalizations,yceo,ceo,551,anonymous-c3654d3d-a67826a4-329cac28,2011-10-13T09:02:29-04:00
bruno_s_pizza___restaurant,generalizations,yrestaurant,restaurant,146,anonymous-04103aac-8c0372bf-4314c351,2011-10-13T11:38:41-04:00
andy_s_chinese_restaurant,generalizations,yrestaurant,restaurant,35,anonymous-04103aac-8c0372bf-4314c351,2011-10-13T11:39:02-04:00
potato_famine,generalizations,yevent,event,130,anonymous-b0ce265b-694371d9-877554a1,2011-10-14T13:31:34-04:00
italy,generalizations,nsportsteam,sportsteam,598,anonymous-8057d6a3-f60221cb-870ad493,2011-10-16T19:47:16-04:00
china_hydropower_engineering_society,generalizations,yorganization,organization,435,anonymous-154c9876-fa5e7b1c-877554a1,2011-10-17T15:52:00-04:00
swords,generalizations,yweapon,weapon,598,anonymous-354680f0-a9c4f330-63f535be,2011-10-18T06:33:09-04:00
swords,generalizations,yweapon,weapon,598,anonymous-84323a5a-6948cdb4-7e09c254,2011-12-15T19:34:10-05:00
lemon_thyme_barbecue_sauce,generalizations,ycondiment,condiment,430,anonymous-b91ebb1b-69f9c7df-877554a1,2011-10-18T15:58:29-04:00
product_development_engineer,generalizations,yjobposition,jobposition,430,anonymous-c921bada-435541d4-0dd60a8a,2011-10-19T13:35:17-04:00
pirates_of_the_carribean,generalizations,ymovie,movie,120,anonymous-c4a9a7cd-eb9df0f8-877554a1,2011-10-20T19:31:14-04:00
pirates_of_the_carribean,generalizations,ymovie,movie,120,anonymous-7cac2bc8-4b8c76ba-fc04ee68,2012-03-11T20:19:56-04:00
pirates_of_the_carribean,generalizations,ymovie,movie,120,anonymous-a0661494-84873ba6-d69cc645,2012-11-28T16:40:08-05:00
smoke_grenade,generalizations,yweapon,weapon,424,anonymous-bcc2e90e-6eac5d3d-877554a1,2011-10-20T21:06:42-04:00
smoke_grenade,generalizations,yweapon,weapon,424,anonymous-ac646c07-58a5ca10-d2d96384,2012-01-22T15:44:54-05:00
smoke_grenade,generalizations,yweapon,weapon,424,anonymous-0b49ab9d-ff6dc1e9-a287e05c,2012-03-12T00:17:48-04:00
smoke_grenade,generalizations,yweapon,weapon,424,anonymous-c2d9d7f1-2b990233-1371ee84,2012-05-18T20:15:00-04:00
terror,generalizations,yemotion,emotion,598,anonymous-e3720477-503e2e44-877554a1,2011-10-21T06:16:51-04:00
x_files,generalizations,ytelevisionshow,televisionshow,168,anonymous-e3720477-503e2e44-877554a1,2011-10-21T06:17:34-04:00
x_files,generalizations,ytelevisionshow,televisionshow,168,anonymous-37b0c335-9ccc890a-b3ba513a,2012-09-19T18:49:58-04:00
x_files,generalizations,ytelevisionshow,televisionshow,168,anonymous-aa329d60-30e548a4-0f5cd718,2012-10-28T01:58:41-04:00
lisp,generalizations,yprogramminglanguage,programminglanguage,436,anonymous-8a01b9d4-88cf67c8-78035af7,2011-10-27T12:25:39-04:00
lisp,generalizations,yprogramminglanguage,programminglanguage,436,anonymous-f3aef221-164d7f94-3c2098cf,2012-03-13T21:10:14-04:00
lisp,generalizations,yprogramminglanguage,programminglanguage,436,anonymous-ee5fc6a7-1b4412e6-c7b248db,2012-05-17T12:27:32-04:00
internationaljournals,generalizations,ymediatype,mediatype,505,anonymous-ca3f0495-69e665d5-877554a1,2011-10-21T12:25:41-04:00
mountains_rivers,generalizations,ylandscapefeatures,landscapefeatures,436,anonymous-ca3f0495-69e665d5-877554a1,2011-10-21T12:26:45-04:00
logan_township_cuming_county,generalizations,ncounty,county,436,anonymous-b5c64bb7-4fc6972d-877554a1,2011-10-25T12:09:23-04:00
reeses_mini_peanut_butter_cups,generalizations,ycandy,candy,436,anonymous-4c9e2646-c2119abe-ea42c767,2011-10-26T15:22:15-04:00
doujinshi,generalizations,ycreativework,creativework,436,anonymous-2d547120-c3adf177-78035af7,2011-10-26T15:37:13-04:00
doujinshi,generalizations,ycreativework,creativework,436,anonymous-b3c84be7-075384bc-7ea5d48f,2011-11-13T10:53:14-05:00
doujinshi,generalizations,ycreativework,creativework,436,anonymous-1152e781-bd6dcbe2-07cb23fd,2012-08-22T05:42:49-04:00
doujinshi,generalizations,ycreativework,creativework,436,anonymous-0368934e-01f5cee0-1aec550c,2012-10-17T16:10:56-04:00
doujinshi,generalizations,ycreativework,creativework,436,anonymous-d49db9ee-4a4aea52-ab4832f4,2012-11-03T12:00:50-04:00
n1595,generalizations,yyear,year,437,anonymous-2d547120-c3adf177-78035af7,2011-10-26T15:38:02-04:00
dog_furniture,generalizations,yfurniture,furniture,436,anonymous-2d547120-c3adf177-78035af7,2011-10-26T15:38:41-04:00
n1993_world_championships_in_athletics,generalizations,ysportsevent,sportsevent,436,anonymous-2d547120-c3adf177-78035af7,2011-10-26T15:40:04-04:00
feb_55,generalizations,ndate,date,439,anonymous-2d547120-c3adf177-78035af7,2011-10-26T15:40:12-04:00
electric_tea_pot,generalizations,ykitchenitem,kitchenitem,436,anonymous-678b1c85-88cf67c8-78035af7,2011-10-27T10:24:36-04:00
feb_1870,generalizations,ydate,date,436,anonymous-678b1c85-88cf67c8-78035af7,2011-10-27T10:31:38-04:00
cranberry_fruit_nut_bread,generalizations,ybakedgood,bakedgood,436,anonymous-678b1c85-88cf67c8-78035af7,2011-10-27T10:31:41-04:00
vb_script,generalizations,yprogramminglanguage,programminglanguage,436,anonymous-678b1c85-88cf67c8-78035af7,2011-10-27T10:35:43-04:00
aug__94,generalizations,ydate,date,440,anonymous-678b1c85-88cf67c8-78035af7,2011-10-27T10:41:29-04:00
canterbury_tales,generalizations,ybook,book,218,anonymous-198bb5ce-3a580849-877554a1,2011-10-27T11:14:29-04:00
biology,generalizations,yacademicfield,academicfield,120,anonymous-66170bf9-b6014e3c-801128d1,2011-10-28T17:39:57-04:00
biology,generalizations,yacademicfield,academicfield,120,anonymous-9fecf8ea-ddef5405-ca82c715,2012-04-24T02:19:52-04:00
biology,generalizations,yacademicfield,academicfield,120,anonymous-3ae45811-d76ad668-8e46bca5,2012-05-16T19:51:18-04:00
a_handful_of_dust,generalizations,ybook,book,151,anonymous-d81e1288-a766463c-f858b666,2011-10-29T23:48:53-04:00
vascular_smooth_muscle_cells,generalizations,ycelltype,celltype,104,anonymous-d81e1288-a766463c-f858b666,2011-10-29T23:49:36-04:00
the_magician,generalizations,ytelevisionshow,televisionshow,222,anonymous-252f7b88-3e5c1bab-d650f38e,2011-10-30T16:52:57-04:00
society_of_american_magicians,generalizations,yprofessionalorganization,professionalorganization,69,anonymous-252f7b88-3e5c1bab-d650f38e,2011-10-30T16:54:08-04:00
traditional_chinese_game,generalizations,nboardgame,boardgame,440,anonymous-7d3babdc-1f0e285e-2023788c,2011-10-31T16:38:37-04:00
business_administration___accounting,generalizations,yacademicfield,academicfield,442,anonymous-2330366c-a5b98e79-0dd60a8a,2011-11-01T10:40:23-04:00
tour_de_nouvelle_caledonie,generalizations,yrace,race,442,anonymous-ba2400d3-ab061728-d042af03,2011-11-01T12:19:54-04:00
immunology,generalizations,yacademicfield,academicfield,241,anonymous-ba2400d3-ab061728-d042af03,2011-11-01T12:20:57-04:00
amador_county_museum,generalizations,ymuseum,museum,445,anonymous-b0d9e4c8-6c1dd554-8a05653d,2011-11-02T09:33:28-04:00
greek_meatballs_with_egg___lemon_sauce,generalizations,yfood,food,445,anonymous-b0d9e4c8-6c1dd554-8a05653d,2011-11-02T09:43:50-04:00
popular_sauce,generalizations,ncondiment,condiment,443,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:08:56-04:00
long_beach_blues_festival,generalizations,ymusicfestival,musicfestival,445,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:13:53-04:00
year_1967,generalizations,yyear,year,440,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:14:02-04:00
lucid_underground_media_arts_festival,generalizations,yfilmfestival,filmfestival,442,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:19:22-04:00
american_college_of_oncology_administrators,generalizations,yprofessionalorganization,professionalorganization,443,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:19:41-04:00
correctional_institution_administrators,generalizations,yprofession,profession,571,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:21:30-04:00
feb__87,generalizations,ydate,date,443,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:22:38-04:00
jan_81,generalizations,ydate,date,442,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:27:24-04:00
tlc_federal_credit_union,generalizations,ycreditunion,creditunion,440,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:29:30-04:00
octagons,generalizations,ygeometricshape,geometricshape,0,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:30:42-04:00
central_asia,generalizations,ygeopoliticallocation,geopoliticallocation,599,anonymous-574be7af-54572e92-482e6dad,2011-11-09T23:08:01-05:00
astronomy,generalizations,yacademicfield,academicfield,120,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:32:37-04:00
astronomy,generalizations,yacademicfield,academicfield,120,anonymous-bd90bde0-4ad4b0e3-ddf3a845,2012-02-16T08:38:26-05:00
astronomy,generalizations,yacademicfield,academicfield,120,anonymous-f8f44240-99368050-e5e672b0,2012-04-17T07:27:31-04:00
astronomy,generalizations,yacademicfield,academicfield,120,anonymous-6081a572-8227dd3a-c7b248db,2012-06-03T12:42:14-04:00
astronomy,generalizations,yacademicfield,academicfield,120,anonymous-7013540c-25ecdff2-0f5cd718,2012-08-26T23:16:25-04:00
greenhouse_gases,generalizations,nchemical,chemical,130,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T15:35:21-04:00
january_1_1996,generalizations,ydate,date,440,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T16:04:06-04:00
albino_red_eyed_tree_frog,generalizations,yamphibian,amphibian,443,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T16:08:39-04:00
streptomyces_aureoversilis,generalizations,ybacteria,bacteria,442,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-02T16:11:30-04:00
ford_focus_zta,generalizations,yvehicle,vehicle,440,anonymous-34389f01-c3adf177-78035af7,2011-11-02T16:37:17-04:00
n1545,generalizations,yyear,year,442,anonymous-34389f01-c3adf177-78035af7,2011-11-02T16:40:18-04:00
thinking_outside_of_the_box,generalizations,ycognitiveactions,cognitiveactions,443,anonymous-34389f01-c3adf177-78035af7,2011-11-02T16:41:06-04:00
easy_chicken_pasta_recipe,generalizations,yrecipe,recipe,445,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-03T17:09:08-04:00
strong_headwind,generalizations,nweatherphenomenon,weatherphenomenon,446,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-03T17:12:57-04:00
blue_tailed_fire_belly_newt,generalizations,yamphibian,amphibian,442,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-03T17:14:34-04:00
may_1892,generalizations,ydate,date,445,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-03T17:15:00-04:00
bay_ghost_shrimp,generalizations,ycrustacean,crustacean,442,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-03T17:18:25-04:00
grotte_san_francisco,generalizations,ycave,cave,443,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-03T17:21:36-04:00
edam_gouda_cheese,generalizations,ycheese,cheese,442,anonymous-eb1a3d43-318ce862-23663c3d,2011-11-03T17:22:29-04:00
farsi_language,generalizations,ylanguage,language,122,anonymous-980e326d-6e0b19ba-9fd8ce25,2011-11-04T03:37:48-04:00
londrina,generalizations,ycity,city,14,anonymous-4af18f74-88e57e3e-0917fe8d,2011-11-04T08:04:02-04:00
york_updates,generalizations,ywinery,winery,446,anonymous-d8d64ebe-ada3e0b5-d138add7,2011-11-06T21:17:30-05:00
soft_food,generalizations,yfood,food,447,anonymous-d8d64ebe-ada3e0b5-d138add7,2011-11-06T21:17:33-05:00
congressional_elections,generalizations,yevent,event,130,anonymous-19630a7f-0defd1a3-743bff7b,2011-11-09T15:11:56-05:00
advance_wars,generalizations,yvideogame,videogame,307,anonymous-3c9937cc-6366adbc-12f82335,2011-11-09T07:13:30-05:00
gijon,generalizations,ycity,city,10,anonymous-7a1cb95b-d857f49d-72810109,2011-11-08T20:10:27-05:00
artificial_intelligence,generalizations,nmlarea,mlarea,601,anonymous-7a1cb95b-d857f49d-72810109,2011-11-08T20:04:26-05:00
artificial_intelligence,generalizations,nmlarea,mlarea,601,anonymous-1ef38943-1a84cb7e-0917fe8d,2011-11-30T08:36:16-05:00
middle_class_energy_initiative_act,generalizations,ypoliticsbill,politicsbill,442,anonymous-e89ed0b5-1e927c0d-23663c3d,2011-11-07T19:01:20-05:00
fick_fossil_and_history_museum,generalizations,ymuseum,museum,448,anonymous-ee85363d-d3bba9c1-ea42c767,2011-11-08T07:58:11-05:00
name__cutworm,generalizations,yinvertebrate,invertebrate,446,anonymous-5f148c48-cd192761-04a26c8b,2011-11-11T07:05:04-05:00
computational_linguistics,generalizations,yacademicfield,academicfield,602,anonymous-6f94a25b-bd6dcbe2-dda31a39,2011-11-11T07:23:46-05:00
a_knight_of_the_word,generalizations,ybook,book,154,anonymous-fc449bc0-602d8ffa-0917fe8d,2011-11-17T09:31:34-05:00
a_knight_of_the_word,generalizations,ybook,book,154,anonymous-29bf502f-627c0ccc-5aabd824,2012-02-27T16:19:16-05:00
a_knight_of_the_word,generalizations,ybook,book,154,anonymous-520e1c53-b75a2a83-f6bde3b2,2012-03-04T05:39:58-05:00
final_fantasy_x,generalizations,yvideogame,videogame,551,anonymous-28922f66-562188f2-ba2eae50,2011-11-17T10:16:27-05:00
final_fantasy_x,generalizations,yvideogame,videogame,551,anonymous-0e86ff81-6d52cef2-199017c0,2012-03-27T13:01:31-04:00
final_fantasy_x,generalizations,yvideogame,videogame,551,anonymous-bbfc9347-b0ba99f1-874d9197,2012-11-18T01:18:42-05:00
ford_gt40_concept,generalizations,yautomobilemodel,automobilemodel,452,anonymous-32f1c1e9-55756d64-ba2eae50,2011-11-17T13:44:54-05:00
pudong_international_airport,generalizations,yairport,airport,611,anonymous-70d67981-6a169358-d84a817a,2011-11-17T13:48:44-05:00
chromium_dioxychloride,generalizations,ychemical,chemical,449,anonymous-96ee48e0-ccc62b53-5168277c,2011-11-17T13:51:14-05:00
delaware_police_department,generalizations,ygovernmentorganization,governmentorganization,449,anonymous-32f1c1e9-55756d64-ba2eae50,2011-11-17T13:51:58-05:00
manuela_m__veloso,generalizations,ymlauthor,mlauthor,551,anonymous-c6ff7ddd-ce98bcd7-40b90bb1,2011-11-17T17:20:22-05:00
manuela_m__veloso,generalizations,ymlauthor,mlauthor,551,anonymous-efc0dbf1-358e7170-64c2fe76,2011-11-27T22:11:41-05:00
cherrytree_records,generalizations,yrecordlabel,recordlabel,452,anonymous-75b196d4-0cbad436-dd6a1314,2011-11-17T18:08:58-05:00
swedish_meatballs_with_creamy_dill_sauce,generalizations,yfood,food,454,anonymous-42ed6a72-0a5900e7-15a7b693,2011-11-19T08:23:38-05:00
swedish_meatballs_with_creamy_dill_sauce,generalizations,yfood,food,454,anonymous-184be482-d552d1ff-6e8f33b1,2011-11-22T13:35:55-05:00
guitar_hero_4,generalizations,ysoftware,software,658,anonymous-43d3aa43-4fc0c894-2a4a4287,2011-11-19T15:01:05-05:00
guitar_hero_4,generalizations,ysoftware,software,658,anonymous-184be482-d552d1ff-6e8f33b1,2011-11-22T13:35:48-05:00
buckcherry,generalizations,ymusicartist,musicartist,68,anonymous-c2c8f54f-d4ebc346-7e09c254,2011-11-19T23:29:09-05:00
chatooga_county,generalizations,ycounty,county,454,anonymous-09367a50-2f4d64de-dd6a1314,2011-11-20T01:52:01-05:00
arizona_game_and_fish_department,generalizations,ygovernmentorganization,governmentorganization,563,anonymous-09367a50-2f4d64de-dd6a1314,2011-11-20T01:55:07-05:00
hamlet,generalizations,ymovie,movie,601,anonymous-3c1f6a65-8231a02c-6fdd971a,2011-11-20T11:32:26-05:00
hamlet,generalizations,ymovie,movie,601,anonymous-e9f72a31-3afd7b16-0f5cd718,2012-08-24T01:40:35-04:00
iliad,generalizations,ybook,book,306,anonymous-508a1701-a754aea8-7be05917,2011-11-21T13:55:47-05:00
iliad,generalizations,ybook,book,306,anonymous-0d11ead5-29ee7570-7d86234c,2012-01-15T22:30:31-05:00
iliad,generalizations,ybook,book,306,anonymous-29bf502f-627c0ccc-5aabd824,2012-02-27T16:21:20-05:00
doctor_who,generalizations,ytelevisionshow,televisionshow,120,anonymous-508a1701-a754aea8-7be05917,2011-11-21T14:02:31-05:00
doctor_who,generalizations,ytelevisionshow,televisionshow,120,anonymous-f2e438bf-d63bc7a5-ea42c767,2012-04-07T07:32:37-04:00
doctor_who,generalizations,ytelevisionshow,televisionshow,120,anonymous-57604bce-2b990233-b9e6e99b,2012-05-16T04:19:42-04:00
doctor_who,generalizations,ytelevisionshow,televisionshow,120,anonymous-1686a2e1-7abe31f6-7d86234c,2012-05-17T19:30:28-04:00
doctor_who,generalizations,ytelevisionshow,televisionshow,120,anonymous-7af5155c-2b990233-024a9891,2012-05-19T19:17:43-04:00
colombian_rattlesnake,generalizations,yreptile,reptile,455,anonymous-bfc23169-080e3c8c-f2501be0,2011-11-21T14:46:21-05:00
lesser_swamp_frog,generalizations,yamphibian,amphibian,452,anonymous-bfc23169-080e3c8c-f2501be0,2011-11-21T14:46:40-05:00
howard_a_rusk_rehab_center,generalizations,yhospital,hospital,452,anonymous-bfc23169-080e3c8c-f2501be0,2011-11-21T15:01:50-05:00
the_beverly_hillbillies,generalizations,ytelevisionshow,televisionshow,120,anonymous-8cd8eeaa-ad3369ba-cea4ffb2,2011-11-21T23:22:44-05:00
the_beverly_hillbillies,generalizations,ytelevisionshow,televisionshow,120,anonymous-a2a25426-b8199673-0f5cd718,2012-08-25T01:10:35-04:00
stanley_cup,generalizations,yawardtrophytournament,awardtrophytournament,601,anonymous-8cd8eeaa-ad3369ba-cea4ffb2,2011-11-21T23:36:55-05:00
cannes_film_festival,generalizations,yfilmfestival,filmfestival,120,anonymous-4ca506be-b3574f10-2305d4f8,2011-11-22T13:16:51-05:00
cannes_film_festival,generalizations,yfilmfestival,filmfestival,120,anonymous-af0689c8-d622225c-dceeb30a,2012-09-03T12:23:06-04:00
hospital_system_credit_union,generalizations,ycreditunion,creditunion,455,anonymous-864adfc3-eced01c4-ffe3f1de,2011-11-22T17:38:13-05:00
two_queen,generalizations,yparlourgame,parlourgame,454,anonymous-864adfc3-eced01c4-ffe3f1de,2011-11-22T17:38:17-05:00
new_haven_hotel,generalizations,yhotel,hotel,506,anonymous-864adfc3-eced01c4-ffe3f1de,2011-11-22T17:44:20-05:00
cambridge_teacher_federal_credit_union,generalizations,ycreditunion,creditunion,455,anonymous-864adfc3-eced01c4-ffe3f1de,2011-11-22T17:44:28-05:00
the_wonder_years,generalizations,ytelevisionshow,televisionshow,598,anonymous-d5be508e-bf4a9bc4-bc5d0259,2011-11-22T18:06:30-05:00
hot_rods,generalizations,yvehicle,vehicle,553,anonymous-d5be508e-bf4a9bc4-bc5d0259,2011-11-22T18:35:31-05:00
lord_of_the_flies,generalizations,ybook,book,182,anonymous-50ab4eaa-33f6e041-0dd60a8a,2011-11-23T12:03:01-05:00
lentil_beans,generalizations,ylegume,legume,347,anonymous-e78012a4-39c39f5c-d7912716,2011-11-23T15:07:14-05:00
learning,generalizations,ycognitiveactions,cognitiveactions,0,anonymous-cf2c93af-9c7a5740-0dd60a8a,2011-11-23T23:58:03-05:00
pearson_s_tree_frog,generalizations,yamphibian,amphibian,452,anonymous-f5b7cf0d-4a025934-0917fe8d,2011-11-24T08:25:11-05:00
cold_winds,generalizations,yweatherphenomenon,weatherphenomenon,172,anonymous-14663652-0d94a653-fd71b466,2011-11-28T16:18:32-05:00
icag,generalizations,yconference,conference,457,anonymous-f932a479-e490ab5e-2305d4f8,2011-11-29T17:55:39-05:00
senior_sw_engineer,generalizations,yjobposition,jobposition,460,anonymous-9580274d-712aeb8a-bc5d0259,2011-11-29T21:46:45-05:00
discomate_records,generalizations,yrecordlabel,recordlabel,460,anonymous-9580274d-712aeb8a-bc5d0259,2011-11-29T21:49:33-05:00
violenceagainst_women_act,generalizations,ypoliticsbill,politicsbill,457,anonymous-9580274d-712aeb8a-bc5d0259,2011-11-29T21:50:35-05:00
adipocytes,generalizations,ycelltype,celltype,601,anonymous-c1927bcf-9236fa4c-eb84b5c0,2011-11-30T00:44:06-05:00
katia_alens,generalizations,yfemale,female,457,anonymous-0643cecf-24b74ae0-3bac5e38,2011-11-30T02:04:26-05:00
black_boy,generalizations,ybook,book,218,anonymous-ea381788-beda1156-746fbf3a,2011-12-01T03:11:11-05:00
beholding,generalizations,yperceptionaction,perceptionaction,0,anonymous-1cce678a-e492453a-546d9f17,2011-12-02T13:23:47-05:00
photo_copier,generalizations,nvisualartform,visualartform,460,anonymous-e285c9f5-700af7ac-cde36de4,2011-12-03T04:31:46-05:00
assaults,generalizations,ymilitaryeventtype,militaryeventtype,172,anonymous-542956b3-ac5fddd7-948ed599,2011-12-03T07:39:47-05:00
boliviano,generalizations,ycurrency,currency,245,anonymous-542956b3-ac5fddd7-948ed599,2011-12-03T07:41:57-05:00
skapunk,generalizations,ymusicgenre,musicgenre,460,anonymous-d51087ff-f6d21710-7e7ce3d1,2011-12-03T10:50:19-05:00
c_programming_language,generalizations,yprogramminglanguage,programminglanguage,553,anonymous-ce258888-1a76e245-c9a69fae,2011-12-03T23:05:23-05:00
c_programming_language,generalizations,yprogramminglanguage,programminglanguage,553,anonymous-dcd094bc-b286f801-f0361faf,2011-12-22T04:37:37-05:00
c_programming_language,generalizations,yprogramminglanguage,programminglanguage,553,anonymous-109f6822-f7438f80-64c2fe76,2012-01-13T19:33:36-05:00
c_programming_language,generalizations,yprogramminglanguage,programminglanguage,553,anonymous-50282853-61673eeb-512d583d,2012-06-06T20:17:56-04:00
c_programming_language,generalizations,yprogramminglanguage,programminglanguage,553,anonymous-2ccc8749-7880e428-24a26000,2012-08-08T16:42:29-04:00
c_programming_language,generalizations,yprogramminglanguage,programminglanguage,553,anonymous-28050649-de745857-dfd7bcab,2012-10-03T04:47:08-04:00
art_digital_photography,generalizations,yvisualartform,visualartform,168,anonymous-ded5fa15-3536bd93-edb1c210,2011-12-04T19:59:51-05:00
adam_s_apple,generalizations,ybodypart,bodypart,436,anonymous-5fd8ff9c-bd6dcbe2-7e09c254,2011-12-05T05:21:52-05:00
acrobat_reader,generalizations,yproduct,product,31,anonymous-6ced5eb9-00557566-7e09c254,2011-12-05T10:34:52-05:00
da_vinci_days_film_festival,generalizations,yfilmfestival,filmfestival,458,anonymous-6ced5eb9-00557566-7e09c254,2011-12-05T10:56:13-05:00
an_american_in_paris,generalizations,ymovie,movie,601,anonymous-aa6f5fda-dc7748e7-546d9f17,2011-12-06T07:45:30-05:00
an_american_in_paris,generalizations,ymovie,movie,601,anonymous-5403a47e-bd681ae1-6b053e83,2012-01-11T19:27:49-05:00
an_american_in_paris,generalizations,ymovie,movie,601,anonymous-2c38d28d-312d57f6-b83d6c94,2012-06-03T13:35:06-04:00
an_american_in_paris,generalizations,ymovie,movie,601,anonymous-f5d2517d-5cdaf15f-2843fab5,2012-10-11T10:23:19-04:00
blood_cell,generalizations,ycelltype,celltype,103,anonymous-5d2374d7-4cdc0e6a-896335ab,2011-12-06T22:21:03-05:00
blood_cell,generalizations,ycelltype,celltype,103,anonymous-f8f44240-99368050-e5e672b0,2012-04-17T07:42:03-04:00
blood_cell,generalizations,ycelltype,celltype,103,anonymous-9b22fa10-529ae22d-8b0951d8,2012-05-02T20:47:57-04:00
blood_cell,generalizations,ycelltype,celltype,103,anonymous-c714478e-ecbdfe72-4a4cf165,2012-11-19T01:20:14-05:00
docksider_boat_shoes,generalizations,yclothing,clothing,461,anonymous-58a27be7-8a54a7a0-0fd8b8cd,2011-12-07T15:36:08-05:00
potato_topping_recipe,generalizations,yrecipe,recipe,661,anonymous-2406d90e-89abe07f-eb84b5c0,2011-12-07T17:29:44-05:00
port_of_torre_annunziata,generalizations,yport,port,461,anonymous-49f5be6a-51377b64-eb84b5c0,2011-12-08T05:00:05-05:00
death_crimson_2,generalizations,ysoftware,software,571,anonymous-49f5be6a-51377b64-eb84b5c0,2011-12-08T05:00:11-05:00
finland_railway_bridge,generalizations,ybridge,bridge,461,anonymous-d5d57c1f-264d4f17-b8633adc,2011-12-08T06:22:30-05:00
midland_chorus_frog,generalizations,yamphibian,amphibian,553,anonymous-1d4272da-cfd734bf-33f8581b,2011-12-08T15:48:51-05:00
rocky_mountains,generalizations,ymountainrange,mountainrange,120,anonymous-87fade51-2570d119-0ced83ef,2011-12-08T19:37:32-05:00
movie_gladiator,generalizations,ymovie,movie,179,anonymous-c1e26728-04f63426-eb84b5c0,2011-12-09T17:55:25-05:00
lines_problem,generalizations,ygeometricshape,geometricshape,461,anonymous-616ea3aa-db52e989-0fd8b8cd,2011-12-11T08:27:17-05:00
peter_higgs,generalizations,yscientist,scientist,139,anonymous-73879001-d6cdaa25-7bf6f1db,2011-12-12T11:08:21-05:00
alarm,generalizations,ybedroomitem,bedroomitem,267,anonymous-db6e6c0c-1b6faaa4-a4a154a4,2011-12-12T12:46:16-05:00
black_spotted_porcupinefish,generalizations,yfish,fish,461,anonymous-b8bbc5f2-3f232a29-d7912716,2011-12-12T13:52:23-05:00
brideshead_revisited,generalizations,ybook,book,598,anonymous-b8bbc5f2-3f232a29-d7912716,2011-12-12T13:52:36-05:00
bleak_house,generalizations,ybook,book,599,anonymous-b8bbc5f2-3f232a29-d7912716,2011-12-12T13:53:31-05:00
cut_flowers,generalizations,nplant,plant,658,anonymous-f730bc3e-f6d21710-7e7ce3d1,2011-12-12T18:04:42-05:00
vastuslateralis,generalizations,ymuscle,muscle,463,anonymous-4f7e8b79-1a7756f1-dd6a1314,2011-12-14T22:19:05-05:00
somerset_brie_cheese,generalizations,ncheese,cheese,461,anonymous-f53f1e84-3f0ff33e-14fb4cd2,2011-12-15T02:35:26-05:00
queer_as_folk,generalizations,ytelevisionshow,televisionshow,190,anonymous-c5afa029-7d09c816-290c8859,2011-12-15T14:43:02-05:00
kissing,generalizations,yphysicalaction,physicalaction,156,anonymous-c5afa029-7d09c816-290c8859,2011-12-15T14:45:23-05:00
boring,generalizations,yphysicalaction,physicalaction,601,anonymous-c5afa029-7d09c816-290c8859,2011-12-15T14:45:47-05:00
